subject,relation,object
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",latitude,39.9565451
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",audience,Adults
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",cost,SlidingScale
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",language,English
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",audience,Teens
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",category,AddictionAndRecovery
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",audience,AlcoholDependency
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",audience,LowIncome
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",category,MentalHealthCare
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",audience,BenefitRecipients
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",availability,Available
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",category,GroupTherapy
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",category,IndividualCounseling
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",audience,SubstanceDependency
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",category,SubstanceAbuseCounseling
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",service type,Mental Health
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",postalCode,"""19104"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",url,"""None"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",identifier,"""Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)_6383660694765568"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",name,""""""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",name,"""Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",hasMap,XMLSchema#anyUri
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",provider,"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)"
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",address,"""26 South 40th Street, Philadelphia, PA 19104"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",longitude,XMLSchema#decimal
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",availableChannel,"AB-Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)"
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",availableChannel,"P-Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)"
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",containedInPlace,19104
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",description,"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)"
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",telephone,"""tel:+1-215-596-8100"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",text,"""The WORD program is an addictions treatment program designed to treat adolescents between the ages of 14-21, struggling with early addiction. The youth served may experience varying degrees of substance use and/or co-occurring mental health challenges.Treatment can include:- Individualized assessment- Individual or group therapy- Family therapy- Psychiatric evaluation- Medication evaluation- Care coordination- Supportive collateral servicesGroup therapy is assigned following an assessment of needs, which also assists in determining either an Intensive or outpatient level of care.Referrals to the Adolescent Addiction treatment program initiates from family and friends, as well as external agencies such as the Philadelphia Juvenile Justice system, in-patient hospitals and other human service agencies.The Consortium accepts Medicaid and offers a sliding scale fee for low-income individuals. We don't turn anyone away."""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",xmlschema11-2#time,"""Sunday Closed"
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",xmlschema11-2#time,"""Saturday Closed"
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
"Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.)",conditionsOfAccess,"""This program helps people who are 14 to 21 years old.', 'Must have Medicaid."""
Halfway House-2B (Self Help Movement),latitude,40.1153855
Halfway House-2B (Self Help Movement),audience,Male
Halfway House-2B (Self Help Movement),audience,SubstanceDependency
Halfway House-2B (Self Help Movement),category,OneOnOneSupport
Halfway House-2B (Self Help Movement),category,AddictionAndRecovery
Halfway House-2B (Self Help Movement),category,SkillsAndTraining
Halfway House-2B (Self Help Movement),availability,Available
Halfway House-2B (Self Help Movement),category,NavigatingTheSystem
Halfway House-2B (Self Help Movement),category,ResidentialTreatment
Halfway House-2B (Self Help Movement),audience,BenefitRecipients
Halfway House-2B (Self Help Movement),category,SubstanceAbuseCounseling
Halfway House-2B (Self Help Movement),category,InterviewTraining
Halfway House-2B (Self Help Movement),category,12Step
Halfway House-2B (Self Help Movement),cost,ReducedCost
Halfway House-2B (Self Help Movement),category,CaseManagement
Halfway House-2B (Self Help Movement),category,HelpFindWork
Halfway House-2B (Self Help Movement),category,AddictionAndRecovery
Halfway House-2B (Self Help Movement),audience,YoungAdults
Halfway House-2B (Self Help Movement),audience,Adults
Halfway House-2B (Self Help Movement),category,ResumeDevelopment
Halfway House-2B (Self Help Movement),category,NavigatingTheSystem
Halfway House-2B (Self Help Movement),audience,Seniors
Halfway House-2B (Self Help Movement),language,English
Halfway House-2B (Self Help Movement),service type,Mental Health
Halfway House-2B (Self Help Movement),postalCode,"""19116"""
Halfway House-2B (Self Help Movement),url,"""None"""
Halfway House-2B (Self Help Movement),identifier,"""Halfway House-2B (Self Help Movement)_5477271096786944"""
Halfway House-2B (Self Help Movement),name,"""Halfway House-2B (Self Help Movement)"""
Halfway House-2B (Self Help Movement),name,""""""
Halfway House-2B (Self Help Movement),hasMap,XMLSchema#anyUri
Halfway House-2B (Self Help Movement),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Halfway House-2B (Self Help Movement),provider,Halfway House-2B (Self Help Movement)
Halfway House-2B (Self Help Movement),address,"""2600 Southampton Rd, Philadelphia, PA 19116"""
Halfway House-2B (Self Help Movement),longitude,XMLSchema#decimal
Halfway House-2B (Self Help Movement),availableChannel,AB-Halfway House-2B (Self Help Movement)
Halfway House-2B (Self Help Movement),availableChannel,P-Halfway House-2B (Self Help Movement)
Halfway House-2B (Self Help Movement),containedInPlace,19116
Halfway House-2B (Self Help Movement),description,Halfway House-2B (Self Help Movement)
Halfway House-2B (Self Help Movement),telephone,"""tel:+1-215-677-7778"""
Halfway House-2B (Self Help Movement),text,"""""""Our Halfway House is a 24/7 structured community-based residential treatment and rehabilitation facility. This program emphasizes a family atmosphere, encouraging independent growth, personal accountability, and responsible community living.  Our residents continue their individual journey of recovery in a live in/ work out environment, with the support and structure of staff and peers to provide an opportunity for continued success. In addition, the residents of the Halfway House are supported through Case Management and Computer Lab services with resume building, on-line and in-person employment application, interview skills, college/trade school enrollment, money management/budgeting, establishing savings accounts, and addressing legal concerns.  Of greatest importance is maintaining the established in-house recovery support network and gradually extending this into the larger non-treatment community through 12 Step Fellowship meeting attendance, faith-based community worship, social visits with family and sober friends.  In doing so, the goal of the Halfway House is to prepare the individual to successfully and charitably manage the affairs of his daily living without the use of alcohol and other drugsWe provide:- Short-term housing- Sober living- Case management- Interview skills- Resume building- Help finding work- 12 step meetingSelf Help Movement accepts BHSI, CBH, Magellan through Bucks, Delaware, Lehigh and Montgomery Counties, Private Insurance and Self Pay."""""""
Halfway House-2B (Self Help Movement),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Halfway House-2B (Self Help Movement),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Halfway House-2B (Self Help Movement),xmlschema11-2#time,"""Saturday Closed"
Halfway House-2B (Self Help Movement),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Halfway House-2B (Self Help Movement),xmlschema11-2#time,"""Sunday Closed"
Halfway House-2B (Self Help Movement),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Halfway House-2B (Self Help Movement),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Halfway House-2B (Self Help Movement),conditionsOfAccess,"""This program helps people who are older than 16 years old."""
"Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)",latitude,39.990576
"Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)",category,OutpatientTreatment
"Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)",category,AddictionAndRecovery
"Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)",audience,OpioidDependency
"Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)",audience,Individuals
"Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)",audience,SubstanceDependency
"Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)",audience,Adults18
"Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)",cost,NotSpecified
"Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)",language,English
"Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)",category,MedicationsForAddiction
